University ,Year ,Ranking ,Tier 
Brown,2019,3,
Brown,2019,1,2
Brown,2019,1,3
Brown,2019,3,
Brown,2019,6,
Brown,2019,5,
Brown,2019,1,3
Brown,2019,2,
Brown,2018,3,
Brown,2018,2,
Brown,2018,5,
Brown,2018,3,
Brown,2018,1,3
Brown,2018,3,
Brown,2018,1,3
Brown,2018,5,
Brown,2018,1,3
Brown ,2017,1,3
Brown ,2017,1,3
Brown ,2017,5,
Brown ,2017,1,3
Brown ,2017,1,3
Brown ,2017,1,3
Brown ,2017,1,3
Brown ,2017,3,
Brown ,2017,3,
Brown ,2017,10,
Brown ,2016,2,
Brown ,2016,3,
Brown ,2016,5,
Brown ,2016,8,
Brown ,2016,9,
Brown ,2016,9,
Brown ,2016,9,
Brown ,2016,9,
Brown ,2016,1,3
Brown ,2016,1,3
Brown ,2016,1,3
Brown ,2016,1,3
Brown ,2016,3,
Brown ,2016,5,
Brown ,2015,10,
Brown ,2015,1,2
Brown ,2015,4,
Brown ,2015,8,
Brown ,2015,1,3
Brown ,2015,1,3
Brown ,2014,1,1
Brown ,2014,6,
Brown ,2014,9,
Brown ,2014,2,
Brown ,2014,1,3
Brown ,2014,3,
Brown ,2013,3,
Brown ,2013,1,3
Brown ,2013,1,3
Brown ,2013,8,
Brown ,2013,8,
Brown ,2013,7,
Brown ,2013,1,3
Brown ,2013,1,3
Brown ,2013,5,
Brown ,2012,5,
Brown ,2012,1,3
Brown ,2012,1,3
Brown ,2012,1,2
Brown ,2012,1,3
Brown ,2012,2,
Brown ,2012,2,
Brown ,2012,6,
Brown ,2012,8,
Brown ,2012,1,3
Brown ,2012,1,3
Brown ,2012,1,3
Brown ,2011,3,
Brown ,2011,3,
Brown ,2011,6,
Brown ,2011,8,
Brown ,2011,1,3
Brown ,2011,1,1
Brown ,2011,1,3
Brown ,2011,1,3
Brown ,2011,1,3
Brown ,2010,3,
Brown ,2010,3,
Brown ,2010,1,3
Brown ,2010,1,3
Brown ,2010,1,3
Brown ,2010,2,
Brown ,2010,1,2
Brown ,2009,1,3
Brown ,2009,2,
Brown ,2009,4,
Brown ,2009,7,
Brown ,2009,7,
Brown ,2009,9,
Brown ,2009,9,
Brown ,2009,9,
Brown ,2009,9,
Brown ,2009,1,3
Brown ,2009,1,3
Brown ,2008,1,3
Brown ,2008,1,3
Brown ,2008,1,3
Brown ,2008,1,3
Brown ,2008,2,
Brown ,2008,2,
Brown ,2008,6,
Brown ,2008,1,3
Brown ,2007,1,3
Brown ,2007,8,
Brown ,2007,1,3
Brown ,2007,1,3
Brown ,2007,1,3
Brown ,2007,1,3
Brown ,2007,1,3
Brown ,2007,1,3
Brown ,2007,2,
Brown ,2007,4,
Brown ,2007,3,
Brown ,2007,5,
Brown ,2007,9,
Brown ,2006,1,2
Brown ,2006,1,3
Brown ,2006,1,3
Brown ,2006,2,
Brown ,2005,1,3
Brown ,2005,1,3
Brown ,2005,1,3
Brown ,2005,1,3
Brown ,2005,2,
Brown ,2005,4,
Boston,2020,4,
Boston,2020,1,3
Boston,2020,1,3
Boston,2020,4,
Boston,2020,4,
Boston,2020,1,3
Boston,2020,1,3
Boston,2020,5,
Boston,2020,1,3
Boston,2020,5,
Boston,2020,6,
Boston,2020,8,
Boston,2020,5,
Boston,2020,1,3
Boston,2020,6,
Boston,2019,9,
Boston,2019,1,3
Boston,2019,5,
Boston,2019,1,3
Boston,2019,1,3
Boston,2019,2,
Boston,2019,9,
Boston,2019,1,3
Boston,2019,9,
Boston,2019,10,
Boston,2019,10,
Boston,2019,5,
Boston,2019,5,
Boston,2019,5,
Boston,2019,3,
Boston,2019,8,
Boston,2018,5,
Boston,2018,7,
Boston,2018,5,
Boston,2018,8,
Boston ,2018,1,3
Boston ,2018,2,
Boston ,2018,9,
Boston ,2018,7,
Boston ,2018,8,
Boston ,2018,3,
Boston ,2018,5,
Boston ,2018,5,
Boston ,2018,6,
Boston ,2018,4,
Boston ,2018,1,3
Boston ,2018,1,3
Boston ,2018,3,
Boston ,2018,1,3
Boston ,2018,1,3
Boston ,2017,2,
Boston ,2017,10,
Boston ,2017,10,
Boston ,2017,10,
Boston ,2017,8,
Boston ,2017,8,
Boston ,2017,1,3
Boston ,2017,1,1
Boston ,2017,1,3
Boston ,2017,1,3
Boston ,2017,3,
Boston ,2016,2,
Boston ,2016,7,
Boston ,2016,7,
Boston ,2016,8,
Boston ,2016,8,
Boston ,2016,8,
Boston ,2016,8,
Boston ,2016,2,
Boston ,2016,3,
Boston ,2016,10,
Boston ,2016,4,
Boston ,2016,10,
Boston ,2016,1,3
Boston ,2016,1,3
Boston ,2016,1,3
Boston ,2016,2,
Boston ,2016,1,3
Boston ,2016,3,
Boston ,2016,3,
Boston ,2016,3,
Boston ,2016,3,
Boston ,2016,6,
Boston ,2016,5,
Boston ,2016,5,
Boston ,2015,8,
Boston ,2015,8,
Boston ,2015,1,3
Boston ,2015,2,
Boston ,2015,5,
Boston ,2015,5,
Boston ,2015,1,3
Boston ,2015,1,3
Boston ,2015,1,2
Boston ,2015,1,3
Boston ,2015,1,3
Boston ,2015,1,3
Boston ,2015,1,3
Boston ,2015,3,
Boston ,2015,5,
Boston ,2015,5,
Boston ,2015,9,
Boston ,2015,9,
Boston ,2014,5,
Boston ,2014,1,3
Boston ,2014,1,3
Boston ,2014,1,3
Boston ,2014,8,
Boston ,2014,8,
Boston ,2014,1,3
Boston ,2014,2,
Boston ,2014,3,
Boston ,2014,1,3
Boston ,2014,1,3
Boston ,2014,1,3
Boston ,2014,1,3
Boston ,2014,1,3
Boston ,2014,1,3
Boston ,2014,1,3
Boston ,2014,1,3
Boston ,2014,1,3
Boston ,2014,3,
Boston ,2014,3,
Boston ,2014,6,
Boston ,2014,6,
Boston ,2013,5,
Boston ,2013,10,
Boston ,2013,1,3
Boston ,2013,1,3
Boston ,2013,1,1
Boston ,2013,8,
Boston ,2013,8,
Boston ,2013,8,
Boston ,2013,8,
Boston ,2013,4,
Boston ,2013,4,
Boston ,2013,1,3
Boston ,2013,1,3
Boston ,2013,1,3
Boston ,2013,1,3
Boston ,2013,1,3
Boston ,2013,1,3
Boston ,2013,3,
Boston ,2013,3,
Boston ,2013,3,
Boston ,2013,6,
Boston ,2012,5,
Boston ,2012,1,2
Boston ,2012,1,3
Boston ,2012,1,3
Boston ,2012,1,3
Boston ,2012,1,3
Boston ,2012,1,3
Boston ,2012,1,3
Boston ,2012,1,3
Boston ,2012,1,3
Boston ,2012,3,
Boston ,2012,9,
Boston ,2011,10,
Boston ,2011,3,
Boston ,2011,3,
Boston ,2011,1,1
Boston ,2011,1,3
Boston ,2011,1,3
Boston ,2011,2,
Boston ,2011,2,
Boston ,2011,1,3
Boston ,2011,1,3
Boston ,2011,1,3
Boston ,2011,1,3
Boston ,2011,1,3
Boston ,2010,3,
Boston ,2010,1,3
Boston ,2010,1,3
Boston ,2010,1,3
Boston ,2010,1,3
Boston ,2010,1,3
Boston ,2010,9,
Boston ,2010,9,
Boston ,2010,9,
Boston ,2010,1,3
Boston ,2010,1,3
Boston ,2010,1,3
Boston ,2010,3,
Boston ,2010,9,
Boston ,2009,3,
Boston ,2009,3,
Boston ,2009,3,
Boston ,2009,3,
Boston ,2009,1,3
Boston ,2009,1,3
Boston ,2009,1,3
Boston ,2009,1,3
Boston ,2009,1,3
Boston ,2009,1,3
Boston ,2009,1,3
Boston ,2009,1,3
Boston ,2009,1,3
Boston ,2009,2,
Boston ,2009,3,
Boston ,2009,4,
Boston ,2009,3,
Boston ,2009,8,
Boston ,2009,9,
Boston ,2009,9,
Boston ,2008,6,
Boston ,2008,5,
Boston ,2008,6,
Boston ,2008,6,
Boston ,2008,10,
Boston ,2008,3,
Boston ,2008,3,
Boston ,2008,1,3
Boston ,2008,1,3
Boston ,2008,1,2
Boston ,2008,1,3
Boston ,2008,1,3
Boston ,2008,1,1
Boston ,2008,1,2
Boston ,2008,1,3
Boston ,2008,1,3
Boston ,2008,1,3
Boston ,2008,1,3
Boston ,2008,2,
Boston ,2008,2,
Boston ,2008,4,
Boston ,2008,6,
Boston ,2008,9,
Boston ,2008,9,
Boston ,2008,9,
Boston ,2008,1,3
Boston ,2007,1,3
Boston ,2007,1,3
Boston ,2007,1,3
Boston ,2007,1,1
Boston ,2007,1,3
Boston ,2007,1,3
Boston ,2007,1,3
Boston ,2007,3,
Boston ,2007,3,
Boston ,2007,4,
Boston ,2007,5,
Boston ,2007,9,
Boston ,2006,1,1
Boston ,2006,1,1
Boston,2006,1,3
Boston,2006,3,
Boston,2006,3,
Boston,2006,3,
Boston,2006,5,
Boston,2006,5,
Boston,2006,6,
Boston,2006,6,
Boston,2005,1,3
Boston,2005,1,3
Boston,2005,1,3
Boston,2005,1,3
Boston,2005,3,
Boston,2005,3,
Boston,2005,5,
Michigan,2020,1,3
Michigan,2020,4,
Michigan,2020,1,3
Michigan,2020,5,
Michigan,2020,4,
Michigan,2020,10,
Michigan,2020,2,
Michigan,2020,5,
Michigan,2020,1,3
Michigan,2020,5,
Michigan,2020,3,
Michigan,2020,1,3
Michigan,2020,3,
Michigan,2020,1,3
Michigan,2020,1,3
Michigan,2020,3,
Michigan,2020,3,
Michigan,2020,10,
Michigan,2020,1,3
Michigan,2020,1,3
Michigan,2020,1,3
Michigan,2019,3,
Michigan,2019,4,
Michigan,2019,8,
Michigan,2019,3,
Michigan,2019,5,
Michigan,2019,1,3
Michigan,2019,5,
Michigan,2019,1,2
Michigan,2019,1,3
Michigan,2019,3,
Michigan,2019,1,3
Michigan,2019,3,
Michigan ,2019,10,
Michigan ,2019,1,3
Michigan ,2019,1,3
Michigan ,2019,1,3
Michigan ,2018,1,3
Michigan ,2018,3,
Michigan ,2018,1,3
Michigan ,2018,1,3
Michigan ,2018,5,
Michigan ,2018,1,2
Michigan ,2018,1,3
Michigan ,2018,6,
Michigan ,2018,9,
Michigan ,2018,1,3
Michigan ,2018,9,
Michigan ,2018,6,
Michigan ,2018,3,
Michigan ,2018,8,
Michigan ,2018,1,3
Michigan ,2018,1,3
Michigan ,2018,3,
Michigan ,2017,2,
Michigan ,2017,2,
Michigan ,2017,2,
Michigan ,2017,3,
Michigan ,2017,10,
Michigan ,2017,10,
Michigan ,2017,10,
Michigan ,2017,5,
Michigan ,2017,5,
Michigan ,2017,6,
Michigan ,2017,8,
Michigan ,2017,8,
Michigan ,2017,8,
Michigan ,2017,8,
Michigan ,2017,8,
Michigan ,2017,9,
Michigan ,2017,1,3
Michigan ,2017,1,3
Michigan ,2017,1,3
Michigan ,2017,1,3
Michigan ,2017,3,
Michigan ,2017,5,
Michigan ,2017,1,2
Michigan ,2017,6,
Michigan ,2017,10,
Michigan ,2017,6,
Michigan ,2016,9,
Michigan ,2016,1,3
Michigan ,2016,1,3
Michigan ,2016,1,3
Michigan ,2016,1,1
Michigan ,2016,1,3
Michigan ,2016,1,1
Michigan ,2016,1,3
Michigan ,2016,1,3
Michigan ,2016,1,3
Michigan ,2016,1,3
Michigan ,2016,2,
Michigan ,2016,2,
Michigan ,2016,8,
Michigan ,2016,9,
Michigan ,2016,9,
Michigan ,2016,1,3
Michigan ,2016,1,3
Michigan ,2016,1,3
Michigan ,2016,1,3
Michigan ,2016,1,3
Michigan ,2016,1,3
Michigan ,2016,1,3
Michigan ,2016,1,3
Michigan ,2016,1,3
Michigan ,2016,4,
Michigan ,2016,4,
Michigan ,2016,5,
Michigan ,2016,1,2
Michigan ,2016,10,
Michigan ,2015,6,
Michigan ,2015,9,
Michigan ,2015,1,2
Michigan ,2015,9,
Michigan ,2015,1,3
Michigan ,2015,1,3
Michigan ,2015,1,3
Michigan ,2015,1,3
Michigan ,2015,1,3
Michigan ,2015,1,3
Michigan ,2015,1,3
Michigan ,2015,2,
Michigan ,2015,4,
Michigan ,2015,3,
Michigan ,2015,5,
Michigan ,2015,1,3
Michigan ,2015,3,
Michigan ,2015,3,
Michigan ,2015,4,
Michigan ,2015,4,
Michigan ,2015,5,
Michigan ,2014,9,
Michigan ,2014,9,
Michigan ,2014,3,
Michigan ,2014,4,
Michigan ,2014,4,
Michigan ,2014,1,3
Michigan ,2014,1,3
Michigan ,2014,1,3
Michigan ,2014,1,3
Michigan ,2014,1,3
Michigan ,2014,1,3
Michigan ,2014,2,
Michigan ,2014,2,
Michigan ,2014,2,
Michigan ,2014,2,
Michigan ,2014,6,
Michigan ,2014,8,
Michigan ,2014,8,
Michigan ,2014,9,
Michigan ,2014,2,
Michigan ,2014,1,3
Michigan ,2014,1,3
Michigan ,2014,1,3
Michigan ,2014,2,
Michigan ,2014,1,1
Michigan ,2014,1,3
Michigan ,2014,3,
Michigan ,2014,3,
Michigan ,2014,5,
Michigan ,2013,6,
Michigan ,2013,9,
Michigan ,2013,9,
Michigan ,2013,3,
Michigan ,2013,1,3
Michigan ,2013,1,3
Michigan ,2013,2,
Michigan ,2013,2,
Michigan ,2013,2,
Michigan ,2013,2,
Michigan ,2013,9,
Michigan ,2013,3,
Michigan ,2013,9,
Michigan ,2013,9,
Michigan ,2013,2,
Michigan ,2013,3,
Michigan ,2013,3,
Michigan ,2013,5,
Michigan ,2012,1,2
Michigan ,2012,9,
Michigan ,2012,9,
Michigan ,2012,4,
Michigan ,2012,3,
Michigan ,2012,4,
Michigan ,2012,1,3
Michigan ,2012,1,1
Michigan ,2012,1,3
Michigan ,2012,1,3
Michigan ,2012,1,3
Michigan ,2012,1,3
Michigan ,2012,1,3
Michigan ,2012,1,2
Michigan ,2012,2,
Michigan ,2012,9,
Michigan ,2012,1,3
Michigan ,2012,3,
Michigan ,2011,5,
Michigan ,2011,5,
Michigan ,2011,6,
Michigan ,2011,1,2
Michigan ,2011,9,
Michigan ,2011,9,
Michigan ,2011,3,
Michigan ,2011,3,
Michigan ,2011,3,
Michigan ,2011,3,
Michigan ,2011,1,3
Michigan,2011,1,3
Michigan,2011,1,2
Michigan,2011,1,3
Michigan,2011,1,1
Michigan,2011,2,
Michigan,2011,2,
Michigan,2011,4,
Michigan,2011,9,
Michigan,2010,6,
Michigan,2010,9,
Michigan,2010,4,
Michigan,2010,1,3
Michigan,2010,1,3
Michigan,2010,1,1
Michigan,2010,1,3
Michigan,2010,1,3
Michigan,2010,2,
Michigan,2010,2,
Michigan,2010,4,
Michigan,2010,4,
Michigan,2010,6,
UPenn,2020,3,
UPenn,2020,6,
UPenn,2020,3,
UPenn,2020,1,3
UPenn,2020,10,
UPenn,2020,1,2
UPenn,2020,3,
UPenn,2020,1,2
UPenn,2020,3,
UPenn,2020,1,3
UPenn,2020,1,3
UPenn,2019,3,
UPenn,2019,1,3
UPenn,2019,5,
UPenn,2019,1,3
UPenn,2019,6,
UPenn,2019,5,
UPenn,2019,9,
UPenn,2019,1,3
UPenn,2019,1,3
UPenn,2019,10,
UPenn,2019,3,
UPenn,2019,1,3
UPenn,2019,1,3
UPenn,2019,1,3
UPenn,2018,1,3
UPenn,2018,1,3
UPenn,2018,1,3
UPenn,2018,6,
UPenn,2018,4,
UPenn,2018,5,
UPenn,2018,1,3
UPenn,2018,1,3
UPenn,2018,1,3
UPenn,2018,1,1
UPenn,2017,8,
UPenn,2017,10,
UPenn,2017,9,
UPenn,2017,8,
UPenn,2017,8,
UPenn,2017,9,
UPenn,2017,8,
UPenn,2017,10,
UPenn,2017,1,3
UPenn,2017,1,3
UPenn,2017,1,3
UPenn,2017,1,3
UPenn,2017,3,
UPenn,2017,3,
UPenn,2017,5,
UPenn,2016,5,
UPenn,2016,5,
UPenn,2016,1,3
UPenn,2016,1,3
UPenn,2016,1,3
UPenn,2016,1,3
UPenn,2016,1,3
UPenn,2016,1,3
UPenn,2016,1,3
UPenn,2016,1,3
UPenn,2016,3,
UPenn,2016,5,
UPenn,2016,6,
UPenn,2016,1,2
UPenn,2016,6,
UPenn,2015,1,2
UPenn,2015,1,3
UPenn,2015,3,
UPenn,2015,8,
UPenn,2015,9,
UPenn,2015,9,
UPenn,2015,9,
UPenn,2015,2,
UPenn,2015,1,3
UPenn,2015,1,3
UPenn,2015,1,3
UPenn,2015,1,3
UPenn,2015,1,3
UPenn,2015,1,3
UPenn,2015,1,3
UPenn,2015,3,
UPenn,2015,3,
UPenn,2015,3,
UPenn,2014,1,2
UPenn,2014,1,3
UPenn,2014,1,3
UPenn,2014,1,1
UPenn,2014,8,
UPenn,2014,8,
UPenn,2014,1,3
UPenn,2014,1,3
UPenn,2014,1,3
UPenn,2014,1,3
UPenn,2014,1,2
UPenn,2014,1,3
UPenn,2014,1,3
UPenn,2014,1,3
UPenn,2014,3,
UPenn,2014,3,
UPenn,2014,1,2
UPenn,2013,3,
UPenn,2013,1,3
UPenn,2013,1,3
UPenn,2013,2,
UPenn,2013,8,
UPenn,2013,1,3
UPenn,2013,1,3
UPenn,2013,1,3
UPenn,2013,1,3
UPenn,2013,1,3
UPenn,2013,1,3
UPenn,2013,3,
UPenn,2013,3,
UPenn,2013,5,
UPenn,2013,10,
UPenn,2012,1,2
UPenn,2012,3,
UPenn,2012,1,3
UPenn,2012,1,3
UPenn,2012,2,
UPenn,2012,1,3
UPenn,2012,1,1
UPenn,2012,1,3
UPenn,2012,1,3
UPenn,2012,1,3
UPenn,2012,1,3
UPenn,2012,3,
UPenn,2011,6,
UPenn,2011,9,
UPenn,2011,3,
UPenn,2011,3,
UPenn,2011,3,
UPenn,2011,3,
UPenn,2011,3,
UPenn,2011,1,3
UPenn,2011,1,3
UPenn,2011,3,
UPenn,2011,3,
UPenn,2011,5,
UPenn,2011,8,
UPenn,2011,1,3
UPenn,2011,1,3
UPenn,2011,1,3
UPenn,2011,1,3
UPenn,2011,3,
UPenn,2011,5,
UPenn,2010,9,
UPenn,2010,3,
UPenn,2010,3,
UPenn,2010,1,3
UPenn,2010,1,3
UPenn,2010,1,3
UPenn,2010,1,3
UPenn,2010,1,3
UPenn,2010,2,
UPenn,2010,2,
UPenn,2010,8,
UPenn,2010,2,
UPenn,2010,6,
UPenn,2010,1,3
UPenn,2010,1,2
UPenn,2010,3,
UPenn,2010,1,2
UPenn,2009,3,
UPenn,2009,3,
UPenn,2009,1,3
UPenn,2009,1,3
UPenn,2009,1,3
UPenn,2009,1,3
UPenn,2009,1,3
UPenn,2009,1,3
UPenn,2009,1,3
UPenn,2009,4,
UPenn,2009,8,
UPenn,2009,4,
UPenn,2009,10,
UPenn,2008,5,
UPenn,2008,6,
UPenn,2008,1,2
UPenn,2008,1,3
UPenn,2008,1,1
UPenn,2008,1,3
UPenn,2008,1,3
UPenn,2008,6,
UPenn,2008,5,
UPenn,2008,10,
UPenn,2008,10,
UPenn,2008,4,
UPenn,2008,1,3
UPenn,2007,1,3
UPenn,2007,1,3
UPenn,2007,1,3
UPenn,2007,1,3
UPenn,2007,1,3
UPenn,2007,6,
UPenn,2007,6,
UPenn,2007,3,
UPenn,2007,8,
UPenn,2007,1,3
UPenn,2006,1,3
UPenn,2006,2,
UPenn,2006,1,2
UPenn,2006,1,3
UPenn,2006,1,3
UPenn,2006,1,2
UPenn,2006,5,
UPenn,2006,10,
UPenn,2006,9,
UPenn,2006,6,
UPenn,2006,1,1
UPenn,2006,1,1
UCLA,2020,1,3
UCLA,2020,1,3
UCLA,2020,5,
UCLA,2020,10,
UCLA,2020,9,
UCLA,2020,3,
UCLA,2020,1,3
UCLA,2020,3,
UCLA,2020,1,3
UCLA,2020,1,3
UCLA,2020,1,3
UCLA,2020,10,
UCLA,2020,1,3
UCLA,2020,10,
UCLA,2020,1,2
UCLA,2020,1,3
UCLA,2020,1,1
UCLA,2020,6,
UCLA,2020,10,
UCLA,2020,1,3
UCLA,2019,1,3
UCLA,2019,3,
UCLA,2019,1,3
UCLA,2019,1,3
UCLA,2019,5,
UCLA,2019,10,
UCLA,2019,5,
UCLA,2019,6,
UCLA,2019,6,
UCLA,2019,8,
UCLA,2019,1,3
UCLA,2019,9,
UCLA,2019,9,
UCLA,2019,3,
UCLA,2019,3,
UCLA,2019,1,3
UCLA,2019,5,
UCLA,2019,1,3
UCLA,2019,3,
UCLA,2019,5,
UCLA,2019,10,
UCLA,2019,5,
UCLA,2018,5,
UCLA,2018,1,3
UCLA,2018,3,
UCLA,2018,1,3
UCLA,2018,1,3
UCLA,2018,1,3
UCLA,2018,1,3
UCLA,2018,1,3
UCLA,2018,3,
UCLA,2018,3,
UCLA,2018,8,
UCLA,2018,3,
UCLA,2018,1,3
UCLA,2018,8,
UCLA,2018,5,
UCLA,2018,3,
UCLA,2017,10,
UCLA,2017,10,
UCLA,2017,1,3
UCLA,2017,1,3
UCLA,2017,1,3
UCLA,2017,1,3
UCLA,2017,3,
UCLA,2017,3,
UCLA,2017,5,
UCLA,2016,3,
UCLA,2016,9,
UCLA,2016,1,3
UCLA,2016,1,3
UCLA,2016,1,3
UCLA,2016,4,
UCLA,2016,5,
UCLA,2016,9,
UCLA,2016,9,
UCLA,2016,9,
UCLA,2016,1,3
UCLA,2016,1,3
UCLA,2016,1,3
UCLA,2016,1,3
UCLA,2016,1,3
UCLA,2016,1,3
UCLA,2016,1,3
UCLA,2016,1,3
UCLA,2016,3,
UCLA,2016,3,
UCLA,2016,5,
UCLA,2016,5,
UCLA,2016,6,
UCLA,2016,10,
UCLA,2016,10,
UCLA,2016,1,1
UCLA,2015,9,
UCLA,2015,1,3
UCLA,2015,1,3
UCLA,2015,5,
UCLA,2015,8,
UCLA,2015,3,
UCLA,2015,1,3
UCLA,2015,1,3
UCLA,2015,1,3
UCLA,2015,1,3
UCLA,2015,3,
UCLA,2015,3,
UCLA,2015,3,
UCLA,2015,3,
UCLA,2015,5,
UCLA,2015,1,2
UCLA,2014,3,
UCLA,2014,2,
UCLA,2014,1,3
UCLA,2014,1,3
UCLA,2014,1,3
UCLA,2014,5,
UCLA,2014,5,
UCLA,2014,1,2
UCLA,2014,10,
UCLA,2013,10,
UCLA,2013,10,
UCLA,2013,1,3
UCLA,2013,2,
UCLA,2013,3,
UCLA,2013,4,
UCLA,2013,1,3
UCLA,2013,1,3
UCLA,2013,3,
UCLA,2013,3,
UCLA,2013,3,
UCLA,2013,3,
UCLA,2013,6,
UCLA,2013,1,2
UCLA,2012,9,
UCLA,2012,1,2
UCLA,2012,5,
UCLA,2012,3,
UCLA,2012,3,
UCLA,2012,5,
UCLA,2012,7,
UCLA,2012,1,3
UCLA,2012,1,3
UCLA,2012,1,3
UCLA,2012,1,3
UCLA,2012,1,3
UCLA,2012,5,
UCLA,2012,5,
UCLA,2012,6,
UCLA,2011,6,
UCLA,2011,9,
UCLA,2011,5,
UCLA,2011,9,
UCLA,2011,5,
UCLA,2011,3,
UCLA,2011,3,
UCLA,2011,3,
UCLA,2011,3,
UCLA,2011,3,
UCLA,2011,3,
UCLA,2011,3,
UCLA,2011,3,
UCLA,2011,1,3
UCLA,2011,1,3
UCLA,2011,1,3
UCLA,2011,1,3
UCLA,2011,8,
UCLA,2011,1,3
UCLA,2011,3,
UCLA,2011,3,
UCLA,2011,6,
UCLA,2011,1,2
UCLA,2010,6,
UCLA,2010,9,
UCLA,2010,6,
UCLA,2010,3,
UCLA,2010,3,
UCLA,2010,3,
UCLA,2010,1,3
UCLA,2010,8,
UCLA,2010,1,3
UCLA,2010,1,3
UCLA,2010,1,3
UCLA,2010,1,3
UCLA,2010,1,3
UCLA,2010,1,3
UCLA,2010,1,3
UCLA,2009,9,
UCLA,2009,3,
UCLA,2009,3,
UCLA,2009,3,
UCLA,2009,1,3
UCLA,2009,1,3
UCLA,2009,2,
UCLA,2009,8,
UCLA,2009,4,
UCLA,2008,3,
UCLA,2008,1,3
UCLA,2008,1,3
UCLA,2008,1,3
UCLA,2008,1,3
UCLA,2008,8,
UCLA,2008,7,
UCLA,2008,7,
UCLA,2008,1,1
UCLA,2008,1,3
UCLA,2008,1,3
UCLA,2008,2,
UCLA,2008,1,3
UCLA,2008,1,3
UCLA,2008,3,
UCLA,2008,4,
UCLA,2008,4,
UCLA,2007,9,
UCLA,2007,9,
UCLA,2007,1,3
UCLA,2007,1,3
UCLA,2007,1,3
UCLA,2007,1,2
UCLA,2007,1,3
UCLA,2007,1,3
UCLA,2007,2,
UCLA,2007,3,
UCLA,2007,3,
UCLA,2007,3,
UCLA,2007,3,
UCLA,2007,8,
UCLA,2007,8,
UCLA,2007,6,
UCLA,2007,3,
UCLA,2007,3,
UCLA,2007,6,
UCLA,2007,1,2
UCLA,2006,1,2
UCLA,2006,9,
UCLA,2006,9,
UCLA,2006,1,3
UCLA,2006,1,3
UCLA,2006,1,3
UCLA,2006,1,3
UCLA,2006,1,3
UCLA,2006,1,3
UCLA,2006,1,3
UCLA,2006,1,3
UCLA,2006,2,
UCLA,2006,1,3
UCLA,2006,6,
UCLA,2006,6,
UCLA,2006,3,
UCLA,2006,6,
UCLA,2006,8,
UCLA,2006,6,
UCLA,2006,3,
UCLA,2006,3,
UCLA,2006,3,
UCLA,2006,1,3
UCLA,2005,1,2
UCLA,2005,9,
UCLA,2005,1,3
UCLA,2005,1,3
UCLA,2005,1,3
UCLA,2005,1,3
UCLA,2005,1,3
UCLA,2005,1,3
UCLA,2005,1,3
UCLA,2005,1,3
UCLA,2005,8,
UCLA,2005,3,
UCLA,2005,5,
UCLA,2005,6,
UCLA,2005,3,
UCLA,2005,3,
UCLA,2005,3,
UCLA,2005,3,
UCLA,2005,3,
UCLA,2005,3,
UCLA,2005,8,
UCLA,2005,6,
UCLA,2004,9,
UCLA,2004,1,3
UCLA,2004,1,3
UCLA,2004,1,3
UCLA,2004,1,3
UCLA,2004,1,3
UCLA,2004,1,1
UCLA,2004,2,
UCLA,2004,2,
UCLA,2004,2,
UCLA,2004,3,
UCLA,2004,3,
UCLA,2004,3,
UCLA,2004,3,
UCLA,2004,3,
UCLA,2004,3,
UCLA,2004,4,
UCLA,2004,5,
UCLA,2004,3,
UCLA,2004,3,
UCLA,2003,1,2
UCLA,2003,9,
UCLA,2003,9,
UCLA,2003,9,
UCLA,2003,1,3
UCLA,2003,1,3
UCLA,2003,1,3
UCLA,2003,1,1
UCLA,2003,1,3
UCLA,2003,1,3
UCLA,2003,2,
UCLA,2003,4,
UCLA,2003,3,
UCLA,2003,3,
UCLA,2002,1,2
UCLA,2002,1,3
UCLA,2002,1,3
UCLA,2002,1,3
UCLA,2002,2,
UCLA,2002,5,
UCLA,2002,6,
UCLA,2002,3,
UCLA,2002,8,
UCLA,2002,8,
UCLA,2002,1,3
UCLA,2001,1,2
UCLA,2001,1,2
UCLA,2001,1,2
UCLA,2001,1,1
UCLA,2001,1,3
UCLA,2001,4,
UCLA,2001,6,
UCLA,2001,5,
UCLA,2001,6,
UCLA,2001,1,2
UCLA,2000,1,2
UCLA,2000,9,
UCLA,2000,5,
UCLA,2000,6,
UCLA,2000,6,
UCLA,2000,6,
UCLA,2000,6,
UCLA,2000,3,
UCLA,2000,5,
Cornell,2020,1,3
Cornell,2020,1,3
Cornell,2020,1,3
Cornell,2020,8,
Cornell,2020,3,
Cornell,2020,4,
Cornell,2020,10,
Cornell,2020,6,
Cornell,2020,3,
Cornell,2020,1,3
Cornell,2020,1,3
Cornell,2020,8,
Cornell,2020,8,
Cornell,2020,1,3
Cornell,2019,2,
Cornell,2019,2,
Cornell,2019,4,
Cornell,2019,2,
Cornell,2019,6,
Cornell,2019,6,
Cornell,2019,1,3
Cornell,2019,3,
Cornell,2019,2,
Cornell,2019,1,3
Cornell,2019,1,3
Cornell,2019,6,
Cornell,2019,1,3
Cornell,2019,8,
Cornell,2019,1,3
Cornell,2018,1,3
Cornell,2018,4,
Cornell,2018,6,
Cornell,2018,3,
Cornell,2018,1,3
Cornell,2018,4,
Cornell,2018,5,
Cornell,2018,3,
Cornell,2018,5,
Cornell,2018,6,
Cornell,2018,8,
Cornell,2018,8,
Cornell,2018,5,
